"No.","Time","Source","Destination","Protocol","Length","Info"
"179","26.842104","2800:cd0:ff:0:200:87:100:10","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","DNS","148","Standard query response 0x6e54 AAAA s.w.org SOA ns1.wordpress.org"
"180","26.842105","2800:cd0:ff:0:200:87:100:10","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","DNS","103","Standard query response 0xdbe9 A s.w.org A 192.0.77.48"
"181","27.023547","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:cd0:ff:0:200:87:100:10","DNS","100","Standard query 0x0605 A fonts.googleapis.com"
"182","27.050124","2800:cd0:ff:0:200:87:100:10","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","DNS","116","Standard query response 0x0605 A fonts.googleapis.com A 142.250.0.95"
"183","28.196300","192.168.100.139","181.188.188.204","TCP","66","65268  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"184","28.197525","192.168.100.139","181.188.188.204","TCP","66","65269  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"185","28.198627","192.168.100.139","181.188.188.204","HTTP","460","GET /wp-includes/js/wp-emoji-release.min.js?ver=6.0.5 HTTP/1.1 "
"186","28.198906","192.168.100.139","181.188.188.204","TCP","66","65270  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"187","28.200327","192.168.100.139","181.188.188.204","TCP","66","65271  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"188","28.201309","192.168.100.139","181.188.188.204","TCP","66","65272  >  80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"189","28.214326","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c03::5f","TCP","86","65273  >  80 [SYN] Seq=0 Win=64952 Len=0 MSS=1412 WS=256 SACK_PERM=1"
"190","28.215303","181.188.188.204","192.168.100.139","TCP","66","80  >  65268 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1412 SACK_PERM=1 WS=128"
"191","28.215568","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"192","28.215580","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c03::5f","TCP","86","65274  >  443 [SYN] Seq=0 Win=64952 Len=0 MSS=1412 WS=256 SACK_PERM=1"
"193","28.216016","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c03::5f","TCP","86","65275  >  443 [SYN] Seq=0 Win=64952 Len=0 MSS=1412 WS=256 SACK_PERM=1"
"194","28.216152","181.188.188.204","192.168.100.139","TCP","66","80  >  65269 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1412 SACK_PERM=1 WS=128"
"195","28.216395","192.168.100.139","181.188.188.204","TCP","54","65269  >  80 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"196","28.216848","181.188.188.204","192.168.100.139","TCP","60","80  >  65267 [ACK] Seq=23089 Ack=804 Win=64128 Len=0"
"197","28.217363","192.168.100.139","181.188.188.204","HTTP","485","GET /wp-includes/css/dist/block-library/style.min.css?ver=6.0.5 HTTP/1.1 "
"198","28.217375","192.168.100.139","181.188.188.204","HTTP","493","GET /wp-content/plugins/wpdm-gutenberg-blocks/build/style.css?ver=6.0.5 HTTP/1.1 "
"199","28.218023","181.188.188.204","192.168.100.139","TCP","66","80  >  65270 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1412 SACK_PERM=1 WS=128"
"200","28.218180","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"201","28.218208","181.188.188.204","192.168.100.139","TCP","66","80  >  65271 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1412 SACK_PERM=1 WS=128"
"202","28.218348","192.168.100.139","181.188.188.204","TCP","54","65271  >  80 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"203","28.219015","181.188.188.204","192.168.100.139","TCP","66","80  >  65272 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1412 SACK_PERM=1 WS=128"
"204","28.219139","192.168.100.139","181.188.188.204","TCP","54","65272  >  80 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"205","28.219240","192.168.100.139","181.188.188.204","HTTP","503","GET /wp-content/plugins/download-manager/assets/fontawesome/css/all.css?ver=6.0.5 HTTP/1.1 "
"206","28.219243","192.168.100.139","181.188.188.204","HTTP","494","GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.5.2 HTTP/1.1 "
"207","28.219875","181.188.188.204","192.168.100.139","TCP","1466","80  >  65267 [ACK] Seq=23089 Ack=804 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"208","28.219879","181.188.188.204","192.168.100.139","TCP","1466","80  >  65267 [ACK] Seq=24501 Ack=804 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"209","28.219881","181.188.188.204","192.168.100.139","TCP","1466","80  >  65267 [ACK] Seq=25913 Ack=804 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"210","28.219881","181.188.188.204","192.168.100.139","HTTP","1178","HTTP/1.1 200 OK  (application/javascript)"
"211","28.220016","192.168.100.139","181.188.188.204","HTTP","511","GET /wp-content/plugins/download-manager/assets/bootstrap/css/bootstrap.min.css?ver=6.0.5 HTTP/1.1 "
"212","28.220172","192.168.100.139","181.188.188.204","TCP","54","65267  >  80 [ACK] Seq=804 Ack=28449 Win=262400 Len=0"
"213","28.224708","192.168.100.139","181.188.188.204","HTTP","493","GET /wp-content/plugins/download-manager/assets/css/front.css?ver=6.0.5 HTTP/1.1 "
"214","28.236365","181.188.188.204","192.168.100.139","TCP","60","80  >  65269 [ACK] Seq=1 Ack=440 Win=64128 Len=0"
"215","28.236504","181.188.188.204","192.168.100.139","TCP","60","80  >  65268 [ACK] Seq=1 Ack=432 Win=64128 Len=0"
"216","28.239853","181.188.188.204","192.168.100.139","HTTP","598","HTTP/1.1 200 OK  (text/css)"
"217","28.240231","181.188.188.204","192.168.100.139","TCP","60","80  >  65270 [ACK] Seq=1 Ack=441 Win=64128 Len=0"
"218","28.240383","181.188.188.204","192.168.100.139","TCP","60","80  >  65272 [ACK] Seq=1 Ack=458 Win=64128 Len=0"
"219","28.240555","181.188.188.204","192.168.100.139","TCP","60","80  >  65271 [ACK] Seq=1 Ack=450 Win=64128 Len=0"
"220","28.240906","181.188.188.204","192.168.100.139","HTTP","1362","HTTP/1.1 200 OK  (text/css)"
"221","28.243018","192.168.100.139","181.188.188.204","HTTP","491","GET /wp-content/plugins/popup-builder/public/css/theme.css?ver=4.1.13 HTTP/1.1 "
"222","28.243666","192.168.100.139","181.188.188.204","HTTP","489","GET /wp-content/plugins/wpdm-button-templates/buttons.css?ver=6.0.5 HTTP/1.1 "
"223","28.246944","181.188.188.204","192.168.100.139","TCP","1466","80  >  65272 [ACK] Seq=1 Ack=458 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"224","28.246945","181.188.188.204","192.168.100.139","TCP","1466","80  >  65272 [ACK] Seq=1413 Ack=458 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"225","28.247156","192.168.100.139","181.188.188.204","TCP","54","65272  >  80 [ACK] Seq=458 Ack=2825 Win=262400 Len=0"
"226","28.247197","181.188.188.204","192.168.100.139","TCP","1466","80  >  65272 [ACK] Seq=2825 Ack=458 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"227","28.247198","181.188.188.204","192.168.100.139","TCP","1466","80  >  65272 [ACK] Seq=4237 Ack=458 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"228","28.247202","181.188.188.204","192.168.100.139","TCP","1466","80  >  65272 [ACK] Seq=5649 Ack=458 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"229","28.247290","192.168.100.139","181.188.188.204","TCP","54","65272  >  80 [ACK] Seq=458 Ack=7061 Win=262400 Len=0"
"230","28.247871","181.188.188.204","192.168.100.139","TCP","1466","80  >  65272 [ACK] Seq=7061 Ack=458 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"231","28.247872","181.188.188.204","192.168.100.139","TCP","1466","80  >  65272 [ACK] Seq=8473 Ack=458 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"232","28.247878","181.188.188.204","192.168.100.139","HTTP","276","HTTP/1.1 200 OK  (text/css)"
"233","28.248066","192.168.100.139","181.188.188.204","TCP","54","65272  >  80 [ACK] Seq=458 Ack=10107 Win=262400 Len=0"
"234","28.248122","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=1 Ack=450 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"235","28.248123","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=1413 Ack=450 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"236","28.248228","192.168.100.139","181.188.188.204","TCP","54","65271  >  80 [ACK] Seq=450 Ack=2825 Win=262400 Len=0"
"237","28.248905","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=2825 Ack=450 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"238","28.248907","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=4237 Ack=450 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"239","28.249145","192.168.100.139","181.188.188.204","TCP","54","65271  >  80 [ACK] Seq=450 Ack=5649 Win=262400 Len=0"
"240","28.249202","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=5649 Ack=450 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"241","28.249204","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=7061 Ack=450 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"242","28.249211","181.188.188.204","192.168.100.139","TCP","1466","80  >  65271 [ACK] Seq=8473 Ack=450 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"243","28.249212","181.188.188.204","192.168.100.139","HTTP","437","HTTP/1.1 200 OK  (text/css)"
"244","28.249436","192.168.100.139","181.188.188.204","TCP","54","65271  >  80 [ACK] Seq=450 Ack=10268 Win=262400 Len=0"
"245","28.253763","192.168.100.139","181.188.188.204","HTTP","478","GET /wp-content/themes/whitehall/style.min.css?ver=6.0.5 HTTP/1.1 "
"246","28.255144","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=1 Ack=432 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"247","28.255146","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=1413 Ack=432 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"248","28.255413","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=432 Ack=2825 Win=262400 Len=0"
"249","28.255553","192.168.100.139","181.188.188.204","HTTP","489","GET /wp-content/themes/whitehall/assets/css/bootstrap.css?ver=6.0.5 HTTP/1.1 "
"250","28.255921","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=2825 Ack=432 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"251","28.255922","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=4237 Ack=432 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"252","28.255926","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=5649 Ack=432 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"253","28.255927","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=7061 Ack=432 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"254","28.256085","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=432 Ack=8473 Win=262400 Len=0"
"255","28.256115","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=8473 Ack=432 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"256","28.256116","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=9885 Ack=432 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"257","28.256117","181.188.188.204","192.168.100.139","HTTP","779","HTTP/1.1 200 OK  (text/css)"
"258","28.256117","181.188.188.204","192.168.100.139","TCP","1466","80  >  65267 [ACK] Seq=28449 Ack=1243 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"259","28.256278","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=432 Ack=12022 Win=262400 Len=0"
"260","28.256314","181.188.188.204","192.168.100.139","TCP","1466","80  >  65267 [ACK] Seq=29861 Ack=1243 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"261","28.256407","192.168.100.139","181.188.188.204","TCP","54","65267  >  80 [ACK] Seq=1243 Ack=31273 Win=262400 Len=0"
"262","28.256882","181.188.188.204","192.168.100.139","TCP","1466","80  >  65267 [ACK] Seq=31273 Ack=1243 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"263","28.257030","181.188.188.204","192.168.100.139","TCP","1466","80  >  65267 [ACK] Seq=32685 Ack=1243 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"264","28.257032","181.188.188.204","192.168.100.139","TCP","1466","80  >  65267 [ACK] Seq=34097 Ack=1243 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"265","28.257034","181.188.188.204","192.168.100.139","TCP","1466","80  >  65267 [ACK] Seq=35509 Ack=1243 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"266","28.257205","192.168.100.139","181.188.188.204","TCP","54","65267  >  80 [ACK] Seq=1243 Ack=36921 Win=262400 Len=0"
"267","28.257253","181.188.188.204","192.168.100.139","TCP","1466","80  >  65267 [ACK] Seq=36921 Ack=1243 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"268","28.257255","181.188.188.204","192.168.100.139","TCP","1466","80  >  65267 [ACK] Seq=38333 Ack=1243 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"269","28.257257","181.188.188.204","192.168.100.139","HTTP","881","HTTP/1.1 200 OK  (text/css)"
"270","28.257449","192.168.100.139","181.188.188.204","TCP","54","65267  >  80 [ACK] Seq=1243 Ack=40572 Win=262400 Len=0"
"271","28.263792","192.168.100.139","181.188.188.204","HTTP","495","GET /wp-content/themes/whitehall/assets/css/fontawesome-all.css?ver=6.0.5 HTTP/1.1 "
"272","28.264480","192.168.100.139","181.188.188.204","HTTP","488","GET /wp-content/themes/whitehall/assets/css/flaticon.css?ver=6.0.5 HTTP/1.1 "
"273","28.264982","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=1309 Ack=876 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"274","28.265004","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=2721 Ack=876 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"275","28.265240","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=876 Ack=4133 Win=262400 Len=0"
"276","28.265283","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=4133 Ack=876 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"277","28.265284","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=5545 Ack=876 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"278","28.265290","181.188.188.204","192.168.100.139","HTTP","1244","HTTP/1.1 200 OK  (text/css)"
"279","28.265422","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=876 Ack=8147 Win=262400 Len=0"
"280","28.267190","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=545 Ack=877 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"281","28.267436","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=1957 Ack=877 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"282","28.267470","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=3369 Ack=877 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"283","28.267471","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=4781 Ack=877 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"284","28.267680","192.168.100.139","181.188.188.204","TCP","54","65269  >  80 [ACK] Seq=877 Ack=6193 Win=262400 Len=0"
"285","28.267962","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=6193 Ack=877 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"286","28.267963","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=7605 Ack=877 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"287","28.267964","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=9017 Ack=877 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"288","28.267964","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=10429 Ack=877 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"289","28.267965","181.188.188.204","192.168.100.139","HTTP","704","HTTP/1.1 200 OK  (text/css)"
"290","28.268213","192.168.100.139","181.188.188.204","TCP","54","65269  >  80 [ACK] Seq=877 Ack=12491 Win=262400 Len=0"
"291","28.271558","192.168.100.139","181.188.188.204","HTTP","483","GET /wp-content/themes/whitehall/assets/css/owl.css?ver=6.0.5 HTTP/1.1 "
"292","28.271698","2800:3f0:4003:c03::5f","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","86","443  >  65275 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM=1 WS=256"
"293","28.271873","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c03::5f","TCP","74","65275  >  443 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"294","28.274648","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c03::5f","TLSv1.3","591","Client Hello"
"295","28.274671","192.168.100.139","181.188.188.204","HTTP","499","GET /wp-content/themes/whitehall/assets/css/jquery.fancybox.min.css?ver=6.0.5 HTTP/1.1 "
"296","28.284290","2800:3f0:4003:c03::5f","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","86","80  >  65273 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM=1 WS=256"
"297","28.284544","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c03::5f","TCP","74","65273  >  80 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"298","28.285206","2800:3f0:4003:c03::5f","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","TCP","86","443  >  65274 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1440 SACK_PERM=1 WS=256"
"299","28.285390","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c03::5f","TCP","74","65274  >  443 [ACK] Seq=1 Ack=1 Win=262400 Len=0"
"300","28.286801","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c03::5f","HTTP","673","GET /css?family=DM+Sans%3Aital%2Cwght%400%2C400%2C0%2C500%2C0%2C700%2C1%2C400%2C1%2C500%2C1%2C700%7CMerriweather+Sans%3Aital%2Cwght%400%2C300%2C0%2C400%2C0%2C500%2C0%2C600%2C0%2C700%2C0%2C800%2C1%2C300%2C1%2C400%2C1%2C500%2C1%2C600%2C1%2C700%2C1%2C800&subset=latin%2Clatin-ext HTTP/1.1 "
"301","28.287435","2800:cd0:bb1b:6b00:5ce6:9a9d:6e99:5810","2800:3f0:4003:c03::5f","TLSv1.3","591","Client Hello"
"302","28.288024","181.188.188.204","192.168.100.139","HTTP","1426","HTTP/1.1 200 OK  (text/css)"
"303","28.291775","192.168.100.139","181.188.188.204","HTTP","487","GET /wp-content/themes/whitehall/assets/css/animate.css?ver=6.0.5 HTTP/1.1 "
"304","28.291967","181.188.188.204","192.168.100.139","TCP","1466","80  >  65270 [ACK] Seq=8147 Ack=1305 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"305","28.291968","181.188.188.204","192.168.100.139","HTTP","312","HTTP/1.1 200 OK  (text/css)"
"306","28.292149","192.168.100.139","181.188.188.204","TCP","54","65270  >  80 [ACK] Seq=1305 Ack=9817 Win=262400 Len=0"
"307","28.295191","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=12491 Ack=1322 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"308","28.295366","181.188.188.204","192.168.100.139","TCP","1466","80  >  65269 [ACK] Seq=13903 Ack=1322 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"309","28.295367","181.188.188.204","192.168.100.139","HTTP","722","HTTP/1.1 200 OK  (text/css)"
"310","28.295473","192.168.100.139","181.188.188.204","TCP","54","65269  >  80 [ACK] Seq=1322 Ack=15983 Win=262400 Len=0"
"311","28.295513","192.168.100.139","181.188.188.204","HTTP","491","GET /wp-content/themes/whitehall/assets/css/nice-select.css?ver=6.0.5 HTTP/1.1 "
"312","28.296966","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=12022 Ack=873 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"313","28.297148","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=13434 Ack=873 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"314","28.297152","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=14846 Ack=873 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"315","28.297153","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=16258 Ack=873 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"316","28.297153","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=17670 Ack=873 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"317","28.297307","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=873 Ack=19082 Win=262400 Len=0"
"318","28.297339","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=19082 Ack=873 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"319","28.297340","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=20494 Ack=873 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"320","28.297487","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=873 Ack=21906 Win=262400 Len=0"
"321","28.297959","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=21906 Ack=873 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"322","28.297960","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=23318 Ack=873 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"323","28.298121","192.168.100.139","181.188.188.204","TCP","54","65268  >  80 [ACK] Seq=873 Ack=24730 Win=262400 Len=0"
"324","28.298160","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=24730 Ack=873 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"325","28.298161","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=26142 Ack=873 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
"326","28.298163","181.188.188.204","192.168.100.139","TCP","1466","80  >  65268 [ACK] Seq=27554 Ack=873 Win=64128 Len=1412 [TCP segment of a reassembled PDU]"
